route_id,day_of_week,hour,weather,is_holiday,is_weekend,capacity,passenger_count,max_segment_pax,min_segment_pax,rush_level
Tenali-Bapatla,Saturday,5,Rainy,0,1,45,17,13,5,Low
Tenali-Ongole,Thursday,14,Sunny,0,0,50,21,16,5,Medium
Tenali-Repalle,Saturday,13,Cloudy,0,1,42,11,10,2,Low
Tenali-Vijayawada,Monday,15,Rainy,0,0,60,40,33,10,Medium
Guntur-Brodipet,Monday,22,Cloudy,0,0,52,21,16,6,Medium
Guntur-Tenali,Tuesday,10,Sunny,0,0,55,48,54,22,High
Tenali-Vijayawada,Wednesday,13,Sunny,0,0,60,35,29,11,Medium
Guntur-Sattenapalli,Friday,9,Sunny,0,0,50,44,50,19,High
Guntur-Brodipet,Thursday,22,Sunny,0,0,52,25,22,7,Medium
Tenali-Chirala,Tuesday,14,Sunny,0,0,48,19,17,6,Low
Tenali-Vijayawada,Friday,20,Sunny,0,0,60,48,60,19,High
Guntur-Mangalagiri,Saturday,8,Cloudy,0,1,52,20,27,9,Low
Guntur-Narasaraopet,Saturday,7,Rainy,0,1,55,39,48,16,Medium
Guntur-Sattenapalli,Saturday,14,Rainy,0,1,50,20,16,5,Medium
Tenali-Guntur,Saturday,12,Sunny,0,1,55,14,12,6,Low
Guntur-Narasaraopet,Monday,6,Foggy,1,0,55,39,30,12,Medium
Tenali-Repalle,Friday,21,Sunny,0,0,42,14,10,4,Low
Tenali-Guntur,Monday,8,Cloudy,0,0,55,35,41,18,Medium
Guntur-Narasaraopet,Saturday,18,Cloudy,0,1,55,40,55,19,Medium
Guntur-Mangalagiri,Tuesday,19,Cloudy,0,0,52,46,52,20,High
Guntur-Ponnur,Thursday,14,Sunny,0,0,45,18,15,4,Medium
Tenali-Ongole,Monday,8,Sunny,0,0,50,38,41,15,High
Tenali-Guntur,Saturday,22,Rainy,0,1,55,17,14,5,Low
Guntur-Ponnur,Monday,8,Sunny,0,0,45,34,45,12,High
Guntur-Nallapadu,Friday,17,Sunny,0,0,48,37,42,16,High
Tenali-Chirala,Thursday,12,Sunny,0,0,48,21,15,5,Medium
Tenali-Repalle,Sunday,12,Cloudy,0,1,42,12,9,3,Low
Guntur-Mangalagiri,Friday,16,Rainy,0,0,52,25,20,8,Medium
Guntur-Narasaraopet,Tuesday,12,Cloudy,0,0,55,19,16,4,Low
Guntur-Brodipet,Friday,9,Cloudy,0,0,52,42,52,17,High
Tenali-Bapatla,Sunday,17,Sunny,0,1,45,20,24,10,Medium
Tenali-Ongole,Monday,5,Foggy,0,0,50,22,20,6,Medium
Guntur-Amaravati,Friday,23,Sunny,0,0,60,31,26,8,Medium
Guntur-Tenali,Saturday,10,Sunny,0,1,55,29,34,12,Medium
Tenali-Chirala,Saturday,22,Cloudy,0,1,48,13,10,3,Low
Tenali-Repalle,Tuesday,7,Cloudy,0,0,42,37,42,17,High
Tenali-Chirala,Sunday,11,Sunny,0,1,48,10,10,2,Low
Guntur-Narasaraopet,Sunday,12,Sunny,0,1,55,13,12,3,Low
Tenali-Ongole,Monday,12,Sunny,0,0,50,22,20,7,Medium
Tenali-Chirala,Friday,10,Sunny,0,0,48,38,48,14,High
Guntur-Sattenapalli,Monday,21,Cloudy,0,0,50,24,24,7,Medium
Guntur-Narasaraopet,Wednesday,20,Cloudy,0,0,55,55,55,25,High
Guntur-Mangalagiri,Friday,9,Cloudy,0,0,52,39,50,14,High
Tenali-Guntur,Sunday,23,Cloudy,0,1,55,15,12,5,Low
Tenali-Guntur,Sunday,17,Sunny,0,1,55,29,30,17,Medium
Tenali-Bapatla,Thursday,20,Sunny,0,0,45,37,33,21,High
Tenali-Repalle,Tuesday,11,Rainy,0,0,42,22,19,6,Medium
Tenali-Ongole,Wednesday,19,Sunny,0,0,50,43,50,16,High
Guntur-Nallapadu,Tuesday,11,Sunny,0,0,48,22,19,6,Medium
Tenali-Ongole,Wednesday,15,Cloudy,0,0,50,20,18,6,Medium
Tenali-Chirala,Friday,5,Sunny,0,0,48,21,17,6,Medium
Guntur-Tenali,Friday,17,Sunny,0,0,55,41,48,18,Medium
Guntur-Brodipet,Friday,13,Sunny,0,0,52,22,19,7,Medium
Guntur-Mangalagiri,Tuesday,8,Sunny,0,0,52,39,49,18,High
Guntur-Amaravati,Saturday,6,Sunny,1,1,60,26,23,6,Medium
Guntur-Tenali,Thursday,8,Cloudy,0,0,55,42,55,15,High
Guntur-Amaravati,Tuesday,11,Cloudy,0,0,60,32,30,8,Medium
Guntur-Sattenapalli,Saturday,14,Rainy,0,1,50,18,18,4,Low
Guntur-Tenali,Thursday,5,Cloudy,0,0,55,24,21,6,Medium
Tenali-Ongole,Wednesday,22,Cloudy,0,0,50,21,16,6,Medium
Guntur-Brodipet,Thursday,11,Rainy,0,0,52,25,21,8,Medium
Guntur-Sattenapalli,Sunday,13,Foggy,0,1,50,14,12,4,Low
Tenali-Ongole,Tuesday,12,Rainy,0,0,50,23,19,5,Medium
Tenali-Guntur,Sunday,10,Rainy,0,1,55,36,45,18,Medium
Tenali-Ongole,Tuesday,22,Sunny,0,0,50,24,20,5,Medium
Tenali-Bapatla,Sunday,7,Sunny,0,1,45,25,31,11,Medium
Guntur-Mangalagiri,Wednesday,11,Sunny,0,0,52,20,19,6,Low
Tenali-Guntur,Monday,23,Sunny,0,0,55,22,16,8,Medium
Guntur-Nallapadu,Friday,9,Sunny,0,0,48,32,42,15,Medium
Tenali-Chirala,Saturday,19,Cloudy,0,1,48,24,26,11,Medium
Guntur-Amaravati,Wednesday,13,Sunny,0,0,60,27,23,7,Medium
Guntur-Mangalagiri,Wednesday,13,Sunny,0,0,52,22,18,5,Medium
Tenali-Repalle,Sunday,12,Sunny,0,1,42,11,10,3,Low
Tenali-Vijayawada,Monday,15,Rainy,1,0,60,50,48,17,High
Guntur-Tenali,Friday,14,Rainy,0,0,55,27,22,8,Medium
Tenali-Repalle,Tuesday,6,Cloudy,0,0,42,14,14,3,Low
Guntur-Amaravati,Saturday,8,Sunny,0,1,60,37,42,13,Medium
Tenali-Ongole,Friday,5,Sunny,1,0,50,23,21,7,Medium
Tenali-Repalle,Tuesday,15,Cloudy,0,0,42,19,14,5,Medium
Guntur-Brodipet,Monday,12,Sunny,0,0,52,21,17,5,Medium
Tenali-Bapatla,Tuesday,6,Rainy,0,0,45,22,19,6,Medium
Tenali-Bapatla,Friday,19,Foggy,0,0,45,36,36,17,High
Guntur-Tenali,Sunday,21,Cloudy,0,1,55,12,9,3,Low
Tenali-Vijayawada,Tuesday,9,Foggy,0,0,60,60,60,27,High
Tenali-Guntur,Sunday,15,Rainy,0,1,55,18,12,7,Low
Guntur-Narasaraopet,Monday,6,Sunny,1,0,55,34,30,10,Medium
Guntur-Narasaraopet,Tuesday,11,Sunny,0,0,55,25,25,7,Medium
Tenali-Chirala,Tuesday,22,Sunny,0,0,48,16,14,4,Low
Guntur-Nallapadu,Friday,9,Cloudy,0,0,48,39,48,17,High
Guntur-Brodipet,Sunday,5,Rainy,0,1,52,14,12,3,Low
Tenali-Bapatla,Sunday,15,Sunny,0,1,45,12,9,4,Low
Guntur-Narasaraopet,Friday,8,Sunny,0,0,55,41,55,20,Medium
Guntur-Tenali,Friday,13,Sunny,1,0,55,35,30,11,Medium
Guntur-Nallapadu,Thursday,20,Rainy,0,0,48,45,48,15,High
Guntur-Sattenapalli,Wednesday,5,Rainy,1,0,50,46,39,13,High
Guntur-Ponnur,Tuesday,20,Sunny,0,0,45,37,45,16,High
Guntur-Mangalagiri,Wednesday,19,Foggy,0,0,52,39,42,19,High
Tenali-Chirala,Saturday,12,Sunny,1,1,48,16,15,4,Low
Tenali-Repalle,Friday,8,Sunny,0,0,42,36,42,13,High
Guntur-Amaravati,Wednesday,17,Sunny,0,0,60,60,60,23,High
Guntur-Tenali,Sunday,16,Rainy,0,1,55,17,14,5,Low
Tenali-Guntur,Wednesday,5,Rainy,0,0,55,24,17,9,Medium
Guntur-Ponnur,Tuesday,8,Sunny,0,0,45,40,45,16,High
Tenali-Guntur,Thursday,20,Sunny,0,0,55,38,46,18,Medium
Tenali-Bapatla,Friday,20,Sunny,0,0,45,33,31,17,Medium
Tenali-Repalle,Tuesday,18,Sunny,1,0,42,42,42,20,High
Tenali-Bapatla,Saturday,12,Sunny,0,1,45,9,6,3,Low
Tenali-Ongole,Tuesday,9,Cloudy,0,0,50,34,42,12,Medium
Guntur-Mangalagiri,Saturday,9,Rainy,0,1,52,26,30,9,Medium
Tenali-Vijayawada,Saturday,16,Sunny,0,1,60,15,15,4,Low
Tenali-Vijayawada,Friday,13,Rainy,0,0,60,35,27,11,Medium
Guntur-Sattenapalli,Thursday,11,Rainy,0,0,50,22,23,6,Medium
Tenali-Ongole,Saturday,15,Sunny,0,1,50,14,13,3,Low
Tenali-Ongole,Saturday,7,Sunny,0,1,50,24,31,9,Medium
Guntur-Ponnur,Tuesday,18,Sunny,0,0,45,34,41,13,High
Tenali-Ongole,Sunday,10,Sunny,1,1,50,37,50,16,Medium
Tenali-Guntur,Sunday,16,Cloudy,0,1,55,14,12,5,Low
Tenali-Bapatla,Tuesday,19,Cloudy,1,0,45,45,43,23,High
Guntur-Tenali,Tuesday,6,Rainy,0,0,55,32,32,7,Medium
Tenali-Chirala,Sunday,13,Sunny,1,1,48,15,15,4,Low
Tenali-Bapatla,Wednesday,11,Sunny,0,0,45,16,11,6,Low
Guntur-Amaravati,Wednesday,11,Sunny,0,0,60,31,26,8,Medium
Tenali-Bapatla,Wednesday,10,Rainy,0,0,45,43,45,20,High
Guntur-Tenali,Friday,7,Foggy,0,0,55,51,55,22,High
Tenali-Vijayawada,Wednesday,13,Sunny,0,0,60,33,28,8,Medium
Guntur-Nallapadu,Saturday,16,Sunny,0,1,48,12,9,3,Low
Guntur-Tenali,Saturday,17,Sunny,0,1,55,23,33,8,Medium
Guntur-Amaravati,Sunday,5,Cloudy,0,1,60,19,19,5,Low
Guntur-Sattenapalli,Tuesday,6,Rainy,0,0,50,31,30,9,Medium
Tenali-Ongole,Monday,21,Cloudy,0,0,50,24,20,6,Medium
Tenali-Chirala,Monday,13,Sunny,0,0,48,20,15,6,Medium
Guntur-Tenali,Tuesday,21,Cloudy,0,0,55,21,18,5,Low
Guntur-Tenali,Wednesday,17,Cloudy,0,0,55,39,42,19,Medium
Guntur-Tenali,Friday,8,Sunny,0,0,55,35,45,13,Medium
Tenali-Guntur,Monday,10,Rainy,0,0,55,55,55,32,High
Tenali-Ongole,Saturday,17,Cloudy,0,1,50,24,28,10,Medium
Guntur-Ponnur,Saturday,14,Rainy,0,1,45,14,10,3,Low
Tenali-Chirala,Tuesday,18,Cloudy,0,0,48,38,48,13,High
Tenali-Bapatla,Saturday,13,Cloudy,0,1,45,13,11,4,Low
Guntur-Nallapadu,Thursday,22,Cloudy,0,0,48,19,16,5,Low
Guntur-Amaravati,Friday,21,Sunny,0,0,60,28,25,8,Medium
Guntur-Nallapadu,Monday,17,Rainy,0,0,48,48,48,17,High
Guntur-Tenali,Sunday,8,Sunny,0,1,55,30,38,14,Medium
Tenali-Ongole,Wednesday,6,Sunny,0,0,50,23,24,7,Medium
Tenali-Repalle,Wednesday,23,Sunny,0,0,42,23,23,6,Medium
Guntur-Nallapadu,Wednesday,5,Rainy,0,0,48,29,24,7,Medium
Guntur-Nallapadu,Saturday,11,Sunny,0,1,48,10,7,3,Low
Tenali-Bapatla,Wednesday,20,Cloudy,0,0,45,32,38,16,Medium
Guntur-Amaravati,Thursday,17,Sunny,0,0,60,53,60,23,High
Guntur-Nallapadu,Thursday,14,Sunny,1,0,48,31,26,8,Medium
Guntur-Narasaraopet,Wednesday,20,Rainy,0,0,55,55,55,23,High
Tenali-Guntur,Monday,13,Rainy,0,0,55,27,18,11,Medium
Guntur-Narasaraopet,Wednesday,22,Sunny,0,0,55,29,25,8,Medium
Tenali-Guntur,Friday,9,Sunny,0,0,55,46,50,25,High
Guntur-Ponnur,Thursday,13,Cloudy,0,0,45,17,15,5,Low
Guntur-Sattenapalli,Thursday,18,Rainy,0,0,50,50,50,20,High
Guntur-Brodipet,Friday,18,Foggy,0,0,52,50,52,17,High
Guntur-Mangalagiri,Friday,15,Sunny,0,0,52,21,21,6,Medium
Tenali-Guntur,Wednesday,14,Sunny,0,0,55,26,16,9,Medium
Guntur-Narasaraopet,Saturday,10,Sunny,0,1,55,38,54,16,Medium
Tenali-Bapatla,Thursday,22,Sunny,0,0,45,20,14,7,Medium
Guntur-Amaravati,Tuesday,10,Sunny,0,0,60,49,60,18,High
Guntur-Amaravati,Tuesday,14,Sunny,0,0,60,36,33,9,Medium
Tenali-Chirala,Tuesday,10,Sunny,0,0,48,32,45,11,Medium
Tenali-Repalle,Thursday,11,Sunny,0,0,42,15,12,4,Low
Guntur-Tenali,Thursday,9,Sunny,1,0,55,48,55,21,High
Tenali-Bapatla,Saturday,19,Sunny,0,1,45,19,17,10,Medium
Tenali-Ongole,Tuesday,9,Cloudy,0,0,50,44,50,20,High
Guntur-Sattenapalli,Thursday,16,Foggy,0,0,50,23,23,6,Medium
Tenali-Vijayawada,Friday,6,Sunny,0,0,60,34,32,8,Medium
Tenali-Bapatla,Tuesday,19,Cloudy,0,0,45,30,32,16,Medium
Tenali-Bapatla,Sunday,16,Sunny,0,1,45,10,8,3,Low
Guntur-Brodipet,Monday,20,Cloudy,0,0,52,46,52,21,High
Guntur-Narasaraopet,Saturday,14,Cloudy,0,1,55,19,18,6,Low
Tenali-Guntur,Friday,6,Sunny,0,0,55,27,18,11,Medium
Guntur-Brodipet,Friday,11,Sunny,0,0,52,22,18,7,Medium
Tenali-Repalle,Sunday,5,Sunny,0,1,42,9,7,2,Low
Tenali-Repalle,Saturday,22,Sunny,0,1,42,14,11,4,Low
Guntur-Amaravati,Friday,12,Cloudy,0,0,60,32,30,10,Medium
Guntur-Brodipet,Sunday,12,Rainy,0,1,52,17,15,5,Low
Guntur-Tenali,Wednesday,13,Rainy,0,0,55,27,23,8,Medium
Tenali-Guntur,Monday,21,Sunny,0,0,55,21,14,8,Low
Guntur-Amaravati,Thursday,16,Sunny,0,0,60,35,36,8,Medium
Guntur-Sattenapalli,Thursday,12,Rainy,0,0,50,26,22,8,Medium
Guntur-Tenali,Thursday,15,Rainy,0,0,55,33,28,8,Medium
Tenali-Guntur,Wednesday,17,Cloudy,0,0,55,43,41,24,High
Tenali-Bapatla,Monday,22,Cloudy,1,0,45,21,16,8,Medium
Tenali-Repalle,Sunday,10,Cloudy,0,1,42,21,24,8,Medium
Tenali-Chirala,Tuesday,10,Sunny,0,0,48,39,48,16,High
Tenali-Bapatla,Sunday,10,Sunny,0,1,45,24,29,14,Medium
Tenali-Repalle,Thursday,19,Rainy,0,0,42,38,42,17,High
Guntur-Amaravati,Wednesday,11,Cloudy,0,0,60,31,24,8,Medium
Tenali-Guntur,Sunday,22,Sunny,0,1,55,12,8,4,Low
Tenali-Bapatla,Tuesday,11,Sunny,0,0,45,22,15,7,Medium
Tenali-Repalle,Wednesday,5,Cloudy,1,0,42,27,22,6,Medium
Guntur-Narasaraopet,Friday,17,Rainy,0,0,55,55,55,23,High
Guntur-Nallapadu,Tuesday,20,Sunny,0,0,48,37,48,13,High
Guntur-Tenali,Sunday,15,Sunny,0,1,55,14,11,3,Low
Guntur-Tenali,Sunday,16,Rainy,0,1,55,20,17,6,Low
Guntur-Amaravati,Tuesday,15,Sunny,0,0,60,33,27,8,Medium
Guntur-Tenali,Wednesday,23,Cloudy,0,0,55,24,21,6,Medium
Tenali-Chirala,Thursday,21,Sunny,1,0,48,26,22,7,Medium
Tenali-Ongole,Monday,19,Sunny,0,0,50,34,43,11,Medium
Tenali-Guntur,Tuesday,7,Cloudy,0,0,55,40,47,23,Medium
Guntur-Tenali,Friday,10,Cloudy,0,0,55,47,55,22,High
Tenali-Repalle,Saturday,17,Sunny,0,1,42,30,42,13,Medium
Guntur-Narasaraopet,Wednesday,11,Sunny,0,0,55,34,34,10,Medium
Guntur-Sattenapalli,Monday,10,Sunny,1,0,50,50,50,24,High
Tenali-Ongole,Monday,18,Rainy,0,0,50,41,50,19,High
Guntur-Nallapadu,Thursday,19,Foggy,0,0,48,38,47,17,High
Tenali-Chirala,Tuesday,14,Rainy,0,0,48,25,25,7,Medium
Guntur-Amaravati,Thursday,19,Sunny,1,0,60,60,60,24,High
Tenali-Vijayawada,Friday,9,Sunny,0,0,60,51,60,20,High
Tenali-Vijayawada,Tuesday,10,Sunny,0,0,60,59,60,23,High
Guntur-Ponnur,Friday,10,Rainy,0,0,45,45,45,15,High
Guntur-Brodipet,Monday,9,Cloudy,0,0,52,33,40,15,Medium
Guntur-Tenali,Saturday,23,Cloudy,0,1,55,16,13,3,Low
Guntur-Nallapadu,Tuesday,9,Cloudy,0,0,48,35,45,16,Medium
Guntur-Nallapadu,Thursday,10,Sunny,0,0,48,41,48,19,High
Guntur-Tenali,Thursday,5,Rainy,0,0,55,30,25,7,Medium
Guntur-Nallapadu,Sunday,15,Cloudy,0,1,48,12,9,3,Low
Guntur-Tenali,Friday,18,Rainy,0,0,55,55,55,20,High
Tenali-Repalle,Wednesday,18,Sunny,0,0,42,42,42,19,High
Guntur-Ponnur,Tuesday,15,Sunny,0,0,45,19,16,5,Medium
Guntur-Tenali,Wednesday,23,Rainy,0,0,55,25,24,8,Medium
Guntur-Sattenapalli,Monday,14,Foggy,1,0,50,36,31,9,Medium
Guntur-Sattenapalli,Wednesday,14,Sunny,0,0,50,25,19,8,Medium
Guntur-Narasaraopet,Monday,5,Sunny,0,0,55,23,23,6,Medium
Tenali-Chirala,Friday,20,Sunny,0,0,48,40,47,16,High
Guntur-Ponnur,Saturday,9,Sunny,0,1,45,17,25,7,Low
Guntur-Narasaraopet,Sunday,14,Sunny,0,1,55,15,13,4,Low
Tenali-Guntur,Tuesday,12,Cloudy,1,0,55,35,25,12,Medium
Tenali-Vijayawada,Friday,15,Cloudy,0,0,60,25,22,6,Medium
Guntur-Mangalagiri,Monday,16,Cloudy,0,0,52,18,14,5,Low
Guntur-Sattenapalli,Friday,14,Rainy,0,0,50,25,25,8,Medium
Guntur-Tenali,Wednesday,9,Rainy,0,0,55,51,55,23,High
Guntur-Nallapadu,Thursday,17,Sunny,0,0,48,35,46,13,Medium
Guntur-Ponnur,Thursday,20,Sunny,0,0,45,30,40,13,Medium
Guntur-Mangalagiri,Tuesday,19,Sunny,0,0,52,40,52,18,High
Guntur-Ponnur,Wednesday,17,Cloudy,0,0,45,36,45,14,High
Tenali-Repalle,Monday,13,Rainy,0,0,42,25,22,6,Medium
Guntur-Ponnur,Thursday,7,Sunny,0,0,45,40,45,17,High
Guntur-Sattenapalli,Monday,7,Sunny,0,0,50,32,35,12,Medium
Guntur-Nallapadu,Wednesday,17,Sunny,0,0,48,33,40,12,Medium
Guntur-Ponnur,Sunday,9,Cloudy,0,1,45,23,33,8,Medium
Tenali-Guntur,Monday,6,Foggy,0,0,55,28,20,9,Medium
Tenali-Vijayawada,Monday,11,Cloudy,0,0,60,30,24,7,Medium
Guntur-Brodipet,Saturday,13,Cloudy,0,1,52,14,13,4,Low
Guntur-Mangalagiri,Wednesday,5,Rainy,0,0,52,25,26,7,Medium
Guntur-Tenali,Sunday,8,Sunny,0,1,55,29,42,11,Medium
Guntur-Amaravati,Saturday,23,Sunny,0,1,60,20,20,5,Low
Guntur-Brodipet,Sunday,19,Cloudy,0,1,52,27,34,9,Medium
Guntur-Nallapadu,Friday,6,Sunny,0,0,48,20,19,6,Medium
Guntur-Brodipet,Thursday,19,Sunny,0,0,52,34,43,11,Medium
Tenali-Chirala,Friday,13,Sunny,0,0,48,21,18,5,Medium
Tenali-Repalle,Thursday,21,Rainy,0,0,42,26,20,8,Medium
Guntur-Narasaraopet,Thursday,13,Rainy,0,0,55,24,20,7,Medium
Guntur-Ponnur,Tuesday,10,Sunny,1,0,45,45,45,22,High
Guntur-Brodipet,Tuesday,12,Rainy,0,0,52,29,24,7,Medium
Guntur-Mangalagiri,Thursday,17,Sunny,0,0,52,44,52,20,High
Guntur-Nallapadu,Sunday,12,Rainy,0,1,48,14,13,3,Low
Guntur-Mangalagiri,Monday,21,Rainy,0,0,52,26,26,8,Medium
Guntur-Sattenapalli,Friday,10,Sunny,0,0,50,38,49,15,High
Tenali-Chirala,Wednesday,20,Sunny,1,0,48,44,48,15,High
Tenali-Repalle,Tuesday,13,Cloudy,0,0,42,19,16,5,Medium
Guntur-Brodipet,Friday,14,Sunny,1,0,52,30,28,9,Medium
Guntur-Tenali,Wednesday,8,Sunny,0,0,55,43,54,18,High
Guntur-Narasaraopet,Tuesday,15,Rainy,0,0,55,30,25,8,Medium
Tenali-Ongole,Thursday,21,Foggy,0,0,50,27,20,6,Medium
Tenali-Vijayawada,Friday,20,Foggy,0,0,60,60,60,27,High
Guntur-Nallapadu,Friday,7,Rainy,0,0,48,48,48,17,High
Guntur-Amaravati,Tuesday,19,Sunny,0,0,60,49,60,17,High
Guntur-Nallapadu,Monday,12,Sunny,0,0,48,18,13,4,Low
Tenali-Ongole,Tuesday,22,Rainy,0,0,50,28,28,6,Medium
Guntur-Sattenapalli,Thursday,19,Cloudy,0,0,50,41,50,15,High
Tenali-Guntur,Saturday,21,Sunny,0,1,55,14,10,5,Low
Tenali-Repalle,Saturday,18,Sunny,0,1,42,26,28,11,Medium
Tenali-Guntur,Thursday,9,Sunny,0,0,55,37,39,19,Medium
Tenali-Repalle,Sunday,22,Sunny,0,1,42,10,9,3,Low
Tenali-Bapatla,Thursday,13,Sunny,0,0,45,19,16,6,Medium
Tenali-Guntur,Monday,8,Sunny,0,0,55,40,51,18,Medium
Guntur-Amaravati,Wednesday,19,Cloudy,0,0,60,60,60,26,High
Tenali-Guntur,Saturday,17,Foggy,0,1,55,32,32,17,Medium
Guntur-Mangalagiri,Sunday,17,Rainy,0,1,52,32,41,11,Medium
Guntur-Amaravati,Monday,13,Cloudy,0,0,60,29,28,9,Medium
Guntur-Amaravati,Sunday,9,Cloudy,0,1,60,30,34,11,Medium
Tenali-Repalle,Thursday,23,Cloudy,0,0,42,17,13,5,Medium
Guntur-Narasaraopet,Saturday,16,Rainy,1,1,55,33,26,9,Medium
Guntur-Tenali,Saturday,5,Rainy,0,1,55,15,14,4,Low
Guntur-Sattenapalli,Friday,18,Cloudy,0,0,50,39,44,18,High
Guntur-Sattenapalli,Saturday,19,Cloudy,0,1,50,27,31,11,Medium
Tenali-Chirala,Saturday,15,Rainy,0,1,48,16,13,4,Low
Tenali-Guntur,Friday,20,Cloudy,0,0,55,49,55,21,High
Tenali-Vijayawada,Monday,22,Rainy,0,0,60,32,31,10,Medium
Tenali-Repalle,Tuesday,6,Sunny,0,0,42,16,13,4,Low
Guntur-Tenali,Monday,20,Rainy,0,0,55,54,55,23,High
Guntur-Nallapadu,Monday,14,Rainy,0,0,48,25,22,6,Medium
Guntur-Ponnur,Monday,15,Rainy,0,0,45,20,18,5,Medium
Tenali-Chirala,Friday,18,Sunny,0,0,48,36,44,16,High
Tenali-Chirala,Monday,6,Foggy,0,0,48,25,26,6,Medium
Guntur-Sattenapalli,Friday,10,Cloudy,0,0,50,33,42,12,Medium
Tenali-Bapatla,Monday,16,Cloudy,0,0,45,19,17,8,Medium
Guntur-Amaravati,Sunday,6,Cloudy,0,1,60,21,21,6,Low
Guntur-Tenali,Monday,12,Sunny,0,0,55,23,20,6,Medium
Guntur-Mangalagiri,Wednesday,5,Sunny,0,0,52,23,23,8,Medium
Tenali-Ongole,Monday,13,Sunny,1,0,50,25,23,8,Medium
Tenali-Chirala,Wednesday,19,Cloudy,0,0,48,38,44,15,High
Tenali-Vijayawada,Monday,21,Sunny,0,0,60,35,30,10,Medium
Guntur-Tenali,Friday,7,Foggy,0,0,55,52,55,23,High
Tenali-Ongole,Wednesday,15,Sunny,0,0,50,23,21,7,Medium
Tenali-Bapatla,Saturday,9,Sunny,0,1,45,19,19,10,Medium
Tenali-Bapatla,Monday,13,Sunny,0,0,45,15,11,5,Low
Guntur-Brodipet,Thursday,19,Cloudy,0,0,52,42,52,19,High
Tenali-Guntur,Friday,18,Sunny,1,0,55,54,55,25,High
Guntur-Narasaraopet,Wednesday,9,Cloudy,0,0,55,55,55,20,High
Tenali-Ongole,Saturday,15,Cloudy,1,1,50,15,13,4,Low
Tenali-Guntur,Friday,13,Cloudy,0,0,55,21,15,7,Low
Guntur-Nallapadu,Saturday,14,Rainy,0,1,48,17,17,5,Low
Guntur-Sattenapalli,Friday,11,Rainy,0,0,50,23,22,6,Medium
Tenali-Guntur,Tuesday,5,Sunny,0,0,55,21,16,7,Low
Guntur-Narasaraopet,Wednesday,14,Sunny,0,0,55,34,27,11,Medium
Guntur-Mangalagiri,Friday,7,Sunny,0,0,52,33,46,15,Medium
Guntur-Tenali,Tuesday,6,Sunny,0,0,55,21,21,6,Low
Guntur-Nallapadu,Thursday,7,Sunny,0,0,48,31,43,12,Medium
Guntur-Ponnur,Wednesday,14,Sunny,0,0,45,21,20,5,Medium
Guntur-Mangalagiri,Sunday,9,Cloudy,0,1,52,23,34,8,Medium
Tenali-Repalle,Monday,10,Sunny,0,0,42,28,38,12,Medium
Tenali-Repalle,Saturday,10,Sunny,0,1,42,28,32,13,Medium
Tenali-Ongole,Monday,11,Cloudy,0,0,50,22,23,6,Medium
Guntur-Amaravati,Sunday,15,Sunny,0,1,60,21,21,7,Low
Guntur-Brodipet,Saturday,19,Cloudy,0,1,52,21,27,8,Medium
Tenali-Bapatla,Monday,21,Cloudy,0,0,45,20,15,8,Medium
Tenali-Chirala,Sunday,9,Foggy,1,1,48,34,47,12,Medium
Guntur-Nallapadu,Wednesday,17,Sunny,0,0,48,39,48,14,High
Guntur-Nallapadu,Monday,10,Sunny,0,0,48,43,48,18,High
Guntur-Tenali,Monday,10,Cloudy,0,0,55,42,55,16,High
Tenali-Vijayawada,Sunday,11,Sunny,0,1,60,20,19,5,Low
Tenali-Repalle,Friday,10,Cloudy,0,0,42,27,32,12,Medium
Guntur-Narasaraopet,Wednesday,23,Sunny,1,0,55,37,31,12,Medium
Tenali-Bapatla,Monday,18,Sunny,0,0,45,38,43,16,High
Guntur-Narasaraopet,Friday,21,Foggy,0,0,55,27,27,7,Medium
Guntur-Amaravati,Monday,8,Rainy,0,0,60,60,60,21,High
Tenali-Ongole,Saturday,19,Sunny,0,1,50,27,35,10,Medium
Guntur-Mangalagiri,Sunday,17,Cloudy,0,1,52,26,35,11,Medium
Tenali-Repalle,Thursday,12,Rainy,0,0,42,24,20,7,Medium
Guntur-Ponnur,Wednesday,5,Sunny,0,0,45,17,15,4,Low
Tenali-Vijayawada,Saturday,20,Rainy,0,1,60,44,60,18,Medium
Guntur-Tenali,Monday,10,Rainy,1,0,55,55,55,19,High
Tenali-Guntur,Sunday,16,Rainy,0,1,55,21,16,7,Low
Tenali-Repalle,Tuesday,11,Cloudy,0,0,42,20,18,5,Medium
Tenali-Repalle,Wednesday,19,Sunny,0,0,42,37,42,18,High
Guntur-Tenali,Thursday,9,Sunny,0,0,55,41,45,17,Medium
Tenali-Ongole,Monday,18,Sunny,1,0,50,47,50,16,High
Guntur-Amaravati,Monday,5,Rainy,0,0,60,43,33,11,Medium
Guntur-Ponnur,Saturday,17,Sunny,0,1,45,18,26,8,Medium
Guntur-Ponnur,Wednesday,16,Sunny,0,0,45,16,14,4,Low
Guntur-Sattenapalli,Tuesday,21,Cloudy,0,0,50,20,19,5,Medium
Guntur-Mangalagiri,Sunday,10,Rainy,0,1,52,37,49,15,Medium
Guntur-Amaravati,Tuesday,20,Sunny,0,0,60,59,60,28,High
Guntur-Narasaraopet,Friday,15,Rainy,1,0,55,41,36,10,Medium
Tenali-Guntur,Friday,15,Sunny,0,0,55,26,21,9,Medium
